No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
1581,서울특별시 동작구 상도로 중앙하이츠빌 아파트(ID:20-162),126.9539606,37.49552227,인근좌표,서울특별시 동작구 상도로 중앙하이츠빌 아파트(ID:20-162),버스정류장 옆,일반쓰레기,서울시 동작구청,
1582,서울특별시 동작구 상도로 상도시장(ID:20-160),126.9539606,37.49552227,인근좌표,서울특별시 동작구 상도로 상도시장(ID:20-160),버스정류장 옆,일반쓰레기,서울시 동작구청,
1583,서울특별시 동작구 장승배기로 16-1번지,126.9428837,37.50000046,정좌표,서울특별시 동작구 장승배기로 16-1번지,가로변,일반쓰레기,서울시 동작구청,
1584,서울특별시 동작구 노량진로  147(노량진역 8번출구 앞),126.9422248,37.5138692,정좌표,서울특별시 동작구 노량진로  147(노량진역 8번출구 앞),가로변,재활용,서울시 동작구청,
1585,서울시 서초구 강남대로 623,127.0187356,37.51741239,정좌표,서울시 서초구 강남대로 623,,,서울시 서초구청,
1586,서울시 서초구 강남대로 신사역 4번 출구 횡단보도 옆 백다방 앞,127.0397987,37.46547198,인근좌표,서울시 서초구 강남대로 신사역 4번 출구 횡단보도 옆 백다방 앞,,,서울시 서초구청,
1587,서울시 서초구 강남대로 601 셀트리온 앞,127.0193659,37.51528659,정좌표,서울시 서초구 강남대로 601 셀트리온 앞,,,서울시 서초구청,
1588,서울시 서초구 강남대로 567 대도식당 앞,127.0200669,37.5123904,정좌표,서울시 서초구 강남대로 567 대도식당 앞,,,서울시 서초구청,
1589,서울시 서초구 강남대로 505 고도일병원 앞,127.0227023,37.50701439,정좌표,서울시 서초구 강남대로 505 고도일병원 앞,,,서울시 서초구청,
1590,서울시 서초구 강남대로 강남대로 483 스타벅스 앞,127.0236493,37.50532592,정좌표,서울시 서초구 강남대로 강남대로 483 스타벅스 앞,,,서울시 서초구청,
1591,서울시 서초구 강남대로 신논현역 2번 출구 뒤,127.0397987,37.46547198,인근좌표,서울시 서초구 강남대로 신논현역 2번 출구 뒤,,,서울시 서초구청,
1592,서울시 서초구 강남대로 447 자라 앞,127.0250968,37.50219168,정좌표,서울시 서초구 강남대로 447 자라 앞,,,서울시 서초구청,
1593,서울시 서초구 강남대로 441 유화빌딩 앞,127.0252786,37.50173606,정좌표,서울시 서초구 강남대로 441 유화빌딩 앞,,,서울시 서초구청,
1594,서울시 서초구 강남대로 423 이니스프리 앞,127.0258123,37.50030504,정좌표,서울시 서초구 강남대로 423 이니스프리 앞,,,서울시 서초구청,
1595,서울시 서초구 강남대로 415 대동빌딩 앞,127.0263403,37.49956128,정좌표,서울시 서초구 강남대로 415 대동빌딩 앞,,,서울시 서초구청,
1596,서울시 서초구 강남대로 61길 3,127.0265251,37.49918796,정좌표,서울시 서초구 강남대로 61길 3,,,서울시 서초구청,
1597,서울시 서초구 강남대로 381 하나은행 앞,127.0276941,37.49668578,정좌표,서울시 서초구 강남대로 381 하나은행 앞,,,서울시 서초구청,
1598,서울시 서초구 강남대로 373 던킨도너츠 앞 신분당선 엘리베이터 뒤,127.028011,37.49598399,정좌표,서울시 서초구 강남대로 373 던킨도너츠 앞 신분당선 엘리베이터 뒤,,,서울시 서초구청,
1599,서울시 서초구 강남대로 365 도씨에빛 I 앞,127.0283517,37.49532736,정좌표,서울시 서초구 강남대로 365 도씨에빛 I 앞,,,서울시 서초구청,
1600,서울시 서초구 강남대로 359 T월드 앞,127.0286102,37.49479992,정좌표,서울시 서초구 강남대로 359 T월드 앞,,,서울시 서초구청,
1601,서울시 서초구 강남대로 343 신한금융투자 강남중앙지점 앞,127.0292412,37.49352025,정좌표,서울시 서초구 강남대로 343 신한금융투자 강남중앙지점 앞,,,서울시 서초구청,
1602,서울시 서초구 강남대로 331 파리바게트 앞,127.0295897,37.49262821,정좌표,서울시 서초구 강남대로 331 파리바게트 앞,,,서울시 서초구청,
1603,서울시 서초구 강남대로 299 지하철 환풍구 옆,127.0306422,37.49018286,인근좌표,서울시 서초구 강남대로 299 지하철 환풍구 옆,,,서울시 서초구청,
1604,서울시 서초구 강남대로 259 페이토호텔 앞,127.0326336,37.48657414,정좌표,서울시 서초구 강남대로 259 페이토호텔 앞,,,서울시 서초구청,
1605,서울시 서초구 강남대로 양재역 1번 출구 뒤,127.0397987,37.46547198,인근좌표,서울시 서초구 강남대로 양재역 1번 출구 뒤,,,서울시 서초구청,
1606,서울시 서초구 강남대로 양재역 11번 출구 앞,127.0397987,37.46547198,인근좌표,서울시 서초구 강남대로 양재역 11번 출구 앞,,,서울시 서초구청,
1607,서울시 서초구 강남대로 213 맥도널드 앞,127.0356121,37.48234264,정좌표,서울시 서초구 강남대로 213 맥도널드 앞,,,서울시 서초구청,
1608,서울시 서초구 강남대로 216 (IBK기업은행 앞),127.0357252,37.48347771,정좌표,서울시 서초구 강남대로 216 (IBK기업은행 앞),,,서울시 서초구청,
1609,서울시 서초구 강남대로 148 상록빌딩 앞,127.0391797,37.47788702,정좌표,서울시 서초구 강남대로 148 상록빌딩 앞,,,서울시 서초구청,
1610,서울시 서초구 강남대로27길 7-9(느린마을 양조장 앞),127.0379602,37.47894469,정좌표,서울시 서초구 강남대로27길 7-9(느린마을 양조장 앞),,,서울시 서초구청,
1611,서울시 서초구 강남대로 48-3 양재시민의숲 3번출구  크롬바커 앞,127.0399118,37.46928636,정좌표,서울시 서초구 강남대로 48-3 양재시민의숲 3번출구  크롬바커 앞,,,서울시 서초구청,
1612,서울시 서초구 강남대로 양재시민의숲역 4번 출구 앞,127.0397987,37.46547198,인근좌표,서울시 서초구 강남대로 양재시민의숲역 4번 출구 앞,,,서울시 서초구청,
1613,서울시 서초구 강남대로 양재시민의숲역 1번출구 앞 버스정류장,127.0397987,37.46547198,인근좌표,서울시 서초구 강남대로 양재시민의숲역 1번출구 앞 버스정류장,,,서울시 서초구청,
1614,서울시 서초구 효령로 22 도미노 피자 앞,126.9874828,37.4773879,정좌표,서울시 서초구 효령로 22 도미노 피자 앞,,,서울시 서초구청,
1615,서울시 서초구 효령로 92 버스정류장 옆,126.9945958,37.48015976,정좌표,서울시 서초구 효령로 92 버스정류장 옆,,,서울시 서초구청,
1616,서울시 서초구 효령로 132 미스터 피자 앞,126.9983796,37.48135333,정좌표,서울시 서초구 효령로 132 미스터 피자 앞,,,서울시 서초구청,
1617,서울시 서초구 효령로 161 한국제약회관 앞,127.0016375,37.48245209,정좌표,서울시 서초구 효령로 161 한국제약회관 앞,,,서울시 서초구청,
1618,서울시 서초구 효령로 292 남부터미널역 5번 출구,127.0149027,37.48445424,정좌표,서울시 서초구 효령로 292 남부터미널역 5번 출구,,,서울시 서초구청,
1619,서울시 서초구 효령로 336 윤일빌딩 앞,127.0209886,37.48602607,정좌표,서울시 서초구 효령로 336 윤일빌딩 앞,,,서울시 서초구청,
1620,서울시 서초구 효령로 386 ‘T스테이션’ 앞,127.0261895,37.48761208,정좌표,서울시 서초구 효령로 386 ‘T스테이션’ 앞,,,서울시 서초구청,
1621,서울시 서초구 효령로 남부순환로347길 101,127.0220056,37.48684926,정좌표,서울시 서초구 효령로 남부순환로347길 101,,,서울시 서초구청,
1622,서울시 서초구 효령로 341 버스정류장,127.0213155,37.48664149,정좌표,서울시 서초구 효령로 341 버스정류장,,,서울시 서초구청,
1623,서울시 서초구 반포대로 서울성모병원사거리 서래공원 앞(반포동 63-6공),127.0012153,37.50562866,인근좌표,서울시 서초구 반포대로 서울성모병원사거리 서래공원 앞(반포동 63-6공),,,서울시 서초구청,
1624,서울시 서초구 반포대로 275 래미안 퍼스티지(116동) 버스정류장 옆,126.99765,37.50342334,정좌표,서울시 서초구 반포대로 275 래미안 퍼스티지(116동) 버스정류장 옆,,,서울시 서초구청,
1625,서울시 서초구 반포대로 38 와라와라 앞,127.0119209,37.48389447,정좌표,서울시 서초구 반포대로 38 와라와라 앞,,,서울시 서초구청,
1626,서울시 서초구 반포대로 43 서초고용센터 앞,127.0108406,37.48422801,정좌표,서울시 서초구 반포대로 43 서초고용센터 앞,,,서울시 서초구청,
1627,서울시 서초구 반포대로 72 한독모터스 앞,127.0105876,37.4869287,정좌표,서울시 서초구 반포대로 72 한독모터스 앞,,,서울시 서초구청,
1628,서울시 서초구 반포대로 서초역3번 출구 사랑의 교회 앞,127.0123245,37.48097005,정좌표,서울시 서초구 반포대로 서초역3번 출구 사랑의 교회 앞,,,서울시 서초구청,
1629,서울시 서초구 반포대로 서초역2번 출구 앞,127.0123245,37.48097005,인근좌표,서울시 서초구 반포대로 서초역2번 출구 앞,,,서울시 서초구청,
1630,서울시 서초구 반포대로 94 수협 서초지점 앞 버스정류장,127.0095855,37.48871375,정좌표,서울시 서초구 반포대로 94 수협 서초지점 앞 버스정류장,,,서울시 서초구청,
1631,서울시 서초구 반포대로 95 버스정류장 옆,127.0087401,37.48868436,정좌표,서울시 서초구 반포대로 95 버스정류장 옆,,,서울시 서초구청,
1632,서울시 서초구 방배로 81 맥도널드 방배점 앞,126.9971178,37.48166345,정좌표,서울시 서초구 방배로 81 맥도널드 방배점 앞,,,서울시 서초구청,
1633,서울시 서초구 방배로 방배역 2번 출구,127.0016174,37.47610642,인근좌표,서울시 서초구 방배로 방배역 2번 출구,,,서울시 서초구청,
1634,서울시 서초구 방배로 268 하나은행 앞,126.9884207,37.49668556,정좌표,서울시 서초구 방배로 268 하나은행 앞,,,서울시 서초구청,
1635,서울시 서초구 방배로 173 방배열린문화센터 앞,126.9922427,37.48900788,정좌표,서울시 서초구 방배로 173 방배열린문화센터 앞,,,서울시 서초구청,
1636,서울시 서초구 방배로 내방역 3~4번 출구 사이,127.0016174,37.47610642,인근좌표,서울시 서초구 방배로 내방역 3~4번 출구 사이,,,서울시 서초구청,
1637,서울시 서초구 방배로 104 인혜빌딩 앞 버스정류장,126.9965692,37.48356749,정좌표,서울시 서초구 방배로 104 인혜빌딩 앞 버스정류장,,,서울시 서초구청,
1638,서울시 서초구 방배로 내방역 5~6번 출구 사이,127.0016174,37.47610642,인근좌표,서울시 서초구 방배로 내방역 5~6번 출구 사이,,,서울시 서초구청,
1639,서울시 서초구 방배로 14 임광1·2차 아파트 앞 버스정류장,127.001373,37.47693582,정좌표,서울시 서초구 방배로 14 임광1·2차 아파트 앞 버스정류장,,,서울시 서초구청,
1640,서울시 서초구 신반포로 구반포역 2~3번 출구 사이,126.9843955,37.50161994,인근좌표,서울시 서초구 신반포로 구반포역 2~3번 출구 사이,,,서울시 서초구청,
1641,서울시 서초구 신반포로 고속터미널역 8-1번 출구 뒤,126.9843955,37.50161994,인근좌표,서울시 서초구 신반포로 고속터미널역 8-1번 출구 뒤,,,서울시 서초구청,
1642,서울시 서초구 신반포로 17 횡단보도 앞(중앙차선 버스정류장),126.9873749,37.50144921,정좌표,서울시 서초구 신반포로 17 횡단보도 앞(중앙차선 버스정류장),,,서울시 서초구청,
1643,서울시 서초구 신반포역 4번 출구 앞,127.0135013,37.47688099,인근좌표,서울시 서초구 신반포역 4번 출구 앞,,,서울시 서초구청,
1644,서울시 서초구 신반포역 1번 출구 앞,127.0135013,37.47688099,인근좌표,서울시 서초구 신반포역 1번 출구 앞,,,서울시 서초구청,
1645,서울시 서초구 신반포로 래미안퍼스티지(반포동 18-1) 125동 앞,126.9958985,37.50341371,인근좌표,서울시 서초구 신반포로 래미안퍼스티지(반포동 18-1) 125동 앞,,,서울시 서초구청,
1646,서울시 서초구 신반포로 325 버스정류장 옆,127.0192446,37.51071288,정좌표,서울시 서초구 신반포로 325 버스정류장 옆,,,서울시 서초구청,
1647,서울시 서초구 잠원로 69 킴스클럽 앞,127.0071941,37.50986435,정좌표,서울시 서초구 잠원로 69 킴스클럽 앞,,,서울시 서초구청,
1648,서울시 서초구 잠원로 60 신반포자이아파트 105동 앞 버스정류장,127.0077816,37.51074787,정좌표,서울시 서초구 잠원로 60 신반포자이아파트 105동 앞 버스정류장,,,서울시 서초구청,
1649,서울시 서초구 잠원로 117 신반포 아크로리버뷰 아파트 102동 앞 버스정류장,127.0081387,37.51559415,정좌표,서울시 서초구 잠원로 117 신반포 아크로리버뷰 아파트 102동 앞 버스정류장,,,서울시 서초구청,
1650,서울시 서초구 신반포로 194 고속터미널 차량 진출입로,126.9905371,37.50263344,인근좌표,서울시 서초구 신반포로 194 고속터미널 차량 진출입로,,,서울시 서초구청,
1651,서울시 서초구 잠원로14길 32 래미안리오센트아파트 106동 앞 버스정류장,127.0138339,37.51933474,정좌표,서울시 서초구 잠원로14길 32 래미안리오센트아파트 106동 앞 버스정류장,,,서울시 서초구청,
1652,서울시 서초구 남부순환로 347길 101 버스정류장 앞,127.029849,37.48871392,정좌표,서울시 서초구 남부순환로 347길 101 버스정류장 앞,,,서울시 서초구청,
1653,서울시 서초구 남부순환로 2183 방배래미안타워 아파트 202동 앞 버스정류장,126.9901745,37.47530947,정좌표,서울시 서초구 남부순환로 2183 방배래미안타워 아파트 202동 앞 버스정류장,,,서울시 서초구청,
1654,서울시 서초구 남부순환로 2406 예술의 전당 한가람미술관 앞 버스정류장,127.0118895,37.47828337,정좌표,서울시 서초구 남부순환로 2406 예술의 전당 한가람미술관 앞 버스정류장,,,서울시 서초구청,
1655,서울시 서초구 남부순환로 2406 예술의 전당 음악당 앞 버스정류장,127.0118895,37.47828337,정좌표,서울시 서초구 남부순환로 2406 예술의 전당 음악당 앞 버스정류장,,,서울시 서초구청,
1656,서울시 서초구 남부순환로 2620(SPC 본사) 앞 버스정류장,127.0373278,37.48451498,정좌표,서울시 서초구 남부순환로 2620(SPC 본사) 앞 버스정류장,,,서울시 서초구청,
1657,서울시 서초구 사평대로 55 서초구민체육센터 앞 버스정류장,126.9915852,37.49901914,정좌표,서울시 서초구 사평대로 55 서초구민체육센터 앞 버스정류장,,,서울시 서초구청,
1658,서울시 서초구 사평대로 98 골프존마켓 앞 버스정류장,126.9954533,37.49864697,정좌표,서울시 서초구 사평대로 98 골프존마켓 앞 버스정류장,,,서울시 서초구청,
1659,서울시 서초구 사평대로 130 서래마을입구 버스정류장 앞,126.9986097,37.49991897,정좌표,서울시 서초구 사평대로 130 서래마을입구 버스정류장 앞,,,서울시 서초구청,
1660,서울시 서초구 사평대로 142(22-544) 신궁전아파트앞 버스정류장,127.0010602,37.50037209,정좌표,서울시 서초구 사평대로 142(22-544) 신궁전아파트앞 버스정류장,,,서울시 서초구청,
1661,서울시 서초구 사평대로 64 덕명빌딩 앞,126.9915334,37.49789889,정좌표,서울시 서초구 사평대로 64 덕명빌딩 앞,,,서울시 서초구청,
1662,서울시 서초구 사평대로 273 반포1동 주민센터 앞 버스정류장,127.0133782,37.50509359,정좌표,서울시 서초구 사평대로 273 반포1동 주민센터 앞 버스정류장,,,서울시 서초구청,
1663,서울시 서초구 사평역 2번 출구 고무래공원 앞,127.0135013,37.47688099,인근좌표,서울시 서초구 사평역 2번 출구 고무래공원 앞,,,서울시 서초구청,
1664,서울시 서초구 동작대로 130 앞,126.9826388,37.48801744,정좌표,서울시 서초구 동작대로 130 앞,,,서울시 서초구청,
1665,서울시 서초구 동작대로 이수역 4번 출구 앞,126.9820587,37.47742059,인근좌표,서울시 서초구 동작대로 이수역 4번 출구 앞,,,서울시 서초구청,
1666,서울시 서초구 동작대로 이수역 5~6번 출구 앞,126.9820587,37.47742059,인근좌표,서울시 서초구 동작대로 이수역 5~6번 출구 앞,,,서울시 서초구청,
1667,서울시 서초구 동작대로 24 롯데리아 앞,126.9821526,37.4786637,정좌표,서울시 서초구 동작대로 24 롯데리아 앞,,,서울시 서초구청,
1668,서울시 서초구 동작대로 사당역 12번 출구 파스텔시티 앞,126.9820587,37.47742059,인근좌표,서울시 서초구 동작대로 사당역 12번 출구 파스텔시티 앞,,,서울시 서초구청,
1669,서울시 서초구 서초중앙로 238 신한은행 반포남금융센터 앞(삼호가든),127.0120121,37.50280644,정좌표,서울시 서초구 서초중앙로 238 신한은행 반포남금융센터 앞(삼호가든),,,서울시 서초구청,
1670,서울시 서초구 서초중앙로 교대역 11번 출구 앞,127.0174879,37.48324799,인근좌표,서울시 서초구 서초중앙로 교대역 11번 출구 앞,,,서울시 서초구청,
1671,서울시 서초구 서초중앙로 교대역 6번 출구 앞,127.017295,37.48258136,인근좌표,서울시 서초구 서초중앙로 교대역 6번 출구 앞,,,서울시 서초구청,
1672,서울시 서초구 명달로 134 버스정류장 앞,127.0048254,37.48924372,정좌표,서울시 서초구 명달로 134 버스정류장 앞,,,서울시 서초구청,
1673,서울시 서초구 고무래로 34 서초구립반포도서관 앞,127.0125127,37.50248627,정좌표,서울시 서초구 고무래로 34 서초구립반포도서관 앞,,,서울시 서초구청,
1674,서울시 서초구 서초대로 316 맥도널드 앞,127.0162086,37.49406475,정좌표,서울시 서초구 서초대로 316 맥도널드 앞,,,서울시 서초구청,
1675,서울시 서초구 서리풀문화광장 장남감도서관 앞,127.1722126,37.20359304,인근좌표,서울시 서초구 서리풀문화광장 장남감도서관 앞,,,서울시 서초구청,
1676,서울시 서초구 서운로 104 버스정류장 앞(22-117),127.0267321,37.49293678,정좌표,서울시 서초구 서운로 104 버스정류장 앞(22-117),,,서울시 서초구청,
1677,서울시 서초구 서운로 107 버스정류장 앞(22-118),127.0256042,37.4926258,정좌표,서울시 서초구 서운로 107 버스정류장 앞(22-118),,,서울시 서초구청,
1678,서울시 서초구 서운로 201 버스정류장 앞(22-163),127.0211298,37.50099372,정좌표,서울시 서초구 서운로 201 버스정류장 앞(22-163),,,서울시 서초구청,
1679,서울시 서초구 서운로 212 버스정류장 앞(22-164),127.0231205,37.50219382,정좌표,서울시 서초구 서운로 212 버스정류장 앞(22-164),,,서울시 서초구청,
1680,서울시 서초구 양재대로 54 서초참요양병원 앞 버스정류장,127.025361,37.45976449,정좌표,서울시 서초구 양재대로 54 서초참요양병원 앞 버스정류장,,,서울시 서초구청,
1681,서울시 서초구 매헌로 24 농협은행 버스정류장 옆,127.035522,37.46343286,정좌표,서울시 서초구 매헌로 24 농협은행 버스정류장 옆,,,서울시 서초구청,
1682,서울시 서초구 매헌로 양재시민의숲역 5번 출구 앞,127.0369485,37.46246832,인근좌표,서울시 서초구 매헌로 양재시민의숲역 5번 출구 앞,,,서울시 서초구청,
1683,서울시 서초구 헌릉로 13(코트라) 염곡동 305 버스정류장 옆,127.0451988,37.4651684,정좌표,서울시 서초구 헌릉로 13(코트라) 염곡동 305 버스정류장 옆,,,서울시 서초구청,
1684,서울시 서초구 헌릉로 170 버스정류장 옆,127.0587765,37.45708956,정좌표,서울시 서초구 헌릉로 170 버스정류장 옆,,,서울시 서초구청,
1685,서울시 서초구 양재대로2길 90 서초힐스아파트 210동 앞 버스정류장,127.017006,37.45718654,정좌표,서울시 서초구 양재대로2길 90 서초힐스아파트 210동 앞 버스정류장,,,서울시 서초구청,
1686,서울시 서초구 원지동(청계산입구역 2번 출구),127.0479721,37.44499174,인근좌표,서울시 서초구 원지동(청계산입구역 2번 출구),,,서울시 서초구청,
1687,서울특별시 마포구 만리재로 14 마포경찰서 교통센터 앞,126.9528358,37.54399477,정좌표,서울특별시 마포구 만리재로 14 마포경찰서 교통센터 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
1688,서울특별시 마포구 만리재로 14 마포경찰서 교통센터 앞,126.9528358,37.54399477,정좌표,서울특별시 마포구 만리재로 14 마포경찰서 교통센터 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
1689,서울특별시 마포구 마포대로 공덕역 6번 출구,126.9444287,37.5372967,정좌표,서울특별시 마포구 마포대로 공덕역 6번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
1690,서울특별시 마포구 마포대로 공덕역 6번 출구,126.9444287,37.5372967,정좌표,서울특별시 마포구 마포대로 공덕역 6번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
1691,서울특별시 마포구 마포대로 공덕 오거리 버스정류장 14-149,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 공덕 오거리 버스정류장 14-149,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1692,서울특별시 마포구 마포대로 공덕역 5번 출구,126.9444287,37.5372967,인근좌표,서울특별시 마포구 마포대로 공덕역 5번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
1693,서울특별시 마포구 마포대로25 화로연각 앞 (토정로방향),126.9448328,37.53937739,정좌표,서울특별시 마포구 마포대로25 화로연각 앞 (토정로방향),도로(가로)변,일반쓰레기,서울시 마포구청,
1694,서울특별시 마포구 마포대로 버스정류장 14-008,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-008,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1695,서울특별시 마포구 마포대로 버스정류장 14-008,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-008,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1696,서울특별시 마포구 마포대로 207 둘둘치킨 앞(애오개역 1번 출구),126.9559977,37.55265097,정좌표,서울특별시 마포구 마포대로 207 둘둘치킨 앞(애오개역 1번 출구),도로(가로)변,일반쓰레기,서울시 마포구청,
1697,서울특별시 마포구 마포대로 애오개역 3번 출구,126.943976,37.53700956,인근좌표,서울특별시 마포구 마포대로 애오개역 3번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
1698,서울특별시 마포구 마포대로 애오개역 4번 출구,126.943976,37.53700956,인근좌표,서울특별시 마포구 마포대로 애오개역 4번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
1699,서울특별시 마포구 마포대로 233-1 (아현초교담 횡단보도 앞),126.9572325,37.55497429,정좌표,서울특별시 마포구 마포대로 233-1 (아현초교담 횡단보도 앞),도로(가로)변,일반쓰레기,서울시 마포구청,
1700,서울특별시 마포구 마포대로 버스정류장 14-003(공덕역),126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-003(공덕역),정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1701,서울특별시 마포구 마포대로 버스정류장 14-004(공덕역),126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-004(공덕역),정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1702,서울특별시 마포구 마포대로 버스정류장 14-004(공덕역),126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-004(공덕역),정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1703,서울특별시 마포구 마포대로 114번지 기업은행 앞(공덕역 4번출구),126.9520268,37.54480557,정좌표,서울특별시 마포구 마포대로 114번지 기업은행 앞(공덕역 4번출구),도로(가로)변,일반쓰레기,서울시 마포구청,
1704,서울특별시 마포구 마포대로 버스정류장 14-005,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-005,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1705,서울특별시 마포구 마포대로 버스정류장 14-006,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-006,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1706,서울특별시 마포구 마포대로 버스정류장 14-007,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-007,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1707,서울특별시 마포구 마포대로 버스정류장 14-007,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-007,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1708,서울특별시 마포구 독막로 242 노기홍사무소 앞,126.9402998,37.54661302,정좌표,서울특별시 마포구 독막로 242 노기홍사무소 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
1709,서울특별시 마포구 독막로 241 GS편의점 앞,126.9405219,37.54691602,정좌표,서울특별시 마포구 독막로 241 GS편의점 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
1710,서울특별시 마포구 독막로 221 앞에 있는 공원,126.9384429,37.54751673,정좌표,서울특별시 마포구 독막로 221 앞에 있는 공원,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
1711,서울특별시 마포구 독막로 192 신수동 주민센터 앞,126.9351046,37.54715946,정좌표,서울특별시 마포구 독막로 192 신수동 주민센터 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
1712,서울특별시 마포구 마포대로 61-1 (트라팰리스 앞),126.9479935,37.5413301,정좌표,서울특별시 마포구 마포대로 61-1 (트라팰리스 앞),도로(가로)변,일반쓰레기,서울시 마포구청,
1713,서울특별시 마포구 마포대로 33 마포역 1번 출구,126.945448,37.53998535,정좌표,서울특별시 마포구 마포대로 33 마포역 1번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
1714,서울특별시 마포구 마포대로 버스정류장 14-001,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-001,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1715,서울특별시 마포구 마포대로 버스정류장 14-001,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-001,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1716,서울특별시 마포구 마포대로 40-1 마포역 3번 출구 뒤,126.9465911,37.53981603,정좌표,서울특별시 마포구 마포대로 40-1 마포역 3번 출구 뒤,지하철역 입구,일반쓰레기,서울시 마포구청,
1717,서울특별시 마포구 마포대로 40-1 마포역 3번 출구 옆 횡단보도,126.9465911,37.53981603,정좌표,서울특별시 마포구 마포대로 40-1 마포역 3번 출구 옆 횡단보도,지하철역 입구,일반쓰레기,서울시 마포구청,
1718,서울특별시 마포구 마포대로 20(마포역 4번 출구),126.9449849,37.53842384,정좌표,서울특별시 마포구 마포대로 20(마포역 4번 출구),도로(가로)변,일반쓰레기,서울시 마포구청,
1719,서울특별시 마포구 신촌로 174 중우빌딩 횡단보드 옆,126.9449953,37.55648457,정좌표,서울특별시 마포구 신촌로 174 중우빌딩 횡단보드 옆,도로(가로)변,일반쓰레기,서울시 마포구청,
1720,서울특별시 마포구 신촌로 174 중우빌딩 횡단보드 옆,126.9449953,37.55648457,정좌표,서울특별시 마포구 신촌로 174 중우빌딩 횡단보드 옆,도로(가로)변,일반쓰레기,서울시 마포구청,
1721,서울특별시 마포구 신촌로 신촌역 5번 출구,126.9268378,37.55833914,인근좌표,서울특별시 마포구 신촌로 신촌역 5번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
1722,서울특별시 마포구 노고산동 112-5 서강대역 2번 출구 앞,126.9352972,37.55224996,정좌표,서울특별시 마포구 노고산동 112-5 서강대역 2번 출구 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
1723,서울특별시 마포구 백범로 창전동 242 광흥창역 2번 출구,126.9319874,37.54770142,정좌표,서울특별시 마포구 백범로 창전동 242 광흥창역 2번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
1724,서울특별시 마포구 백범로 대흥역 2번 출구 앞,126.9372102,37.55441184,인근좌표,서울특별시 마포구 백범로 대흥역 2번 출구 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
1725,서울특별시 마포구 백범로 대흥역 3번 출구 앞,126.9372102,37.55441184,정좌표,서울특별시 마포구 백범로 대흥역 3번 출구 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
1726,서울특별시 마포구 마포대로 공덕역 2번 출구 롯데캐슬 택시정류장 앞,126.943976,37.53700956,정좌표,서울특별시 마포구 마포대로 공덕역 2번 출구 롯데캐슬 택시정류장 앞,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
1727,서울특별시 마포구 마포대로 공덕역 1번 출구 자전거 보관대 앞,126.943976,37.53700956,인근좌표,서울특별시 마포구 마포대로 공덕역 1번 출구 자전거 보관대 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
